id	ts	host	level	latency_ms	bytes	msg
1033	1700013429	worker-a	INFO	31	17625	query ok
1034	1700013442	worker-b	INFO	38	17642	cache miss
1035	1700013455	cache-1	WARN	45	17659	retry scheduled
1036	1700013468	web-1	DEBUG	52	17676	timeout waiting on upstream
1037	1700013481	web-2	ERROR	59	17693	wrote batch
1038	1700013494	api-1	INFO	66	17710	auth ok
1039	1700013507	api-2	INFO	73	17727	rate limited
1040	1700013520	worker-a	INFO	80	17744	accepted connection
1041	1700013533	worker-b	WARN	87	17761	query ok
1042	1700013546	cache-1	DEBUG	94	17778	cache miss
1043	1700013559	web-1	ERROR	101	17795	retry scheduled
1044	1700013572	web-2	INFO	108	17812	timeout waiting on upstream
1045	1700013585	api-1	INFO	115	17829	wrote batch
1046	1700013598	api-2	INFO	122	17846	auth ok
1047	1700013611	worker-a	WARN	129	17863	rate limited
1048	1700013624	worker-b	DEBUG	136	17880	accepted connection
1049	1700013637	cache-1	ERROR	143	17897	query ok
1050	1700013650	web-1	INFO	150	17914	cache miss
1051	1700013663	web-2	INFO	157	17931	retry scheduled
1052	1700013676	api-1	INFO	164	17948	timeout waiting on upstream
1053	1700013689	api-2	WARN	171	17965	wrote batch
1054	1700013702	worker-a	DEBUG	178	17982	auth ok
1055	1700013715	worker-b	ERROR	185	17999	rate limited
1056	1700013728	cache-1	INFO	192	18016	accepted connection
1057	1700013741	web-1	INFO	199	18033	query ok
1058	1700013754	web-2	INFO	206	18050	cache miss
1059	1700013767	api-1	WARN	213	18067	retry scheduled
1060	1700013780	api-2	DEBUG	220	18084	timeout waiting on upstream
1061	1700013793	worker-a	ERROR	227	18101	wrote batch
1062	1700013806	worker-b	INFO	234	18118	auth ok
1063	1700013819	cache-1	INFO	241	18135	rate limited
1064	1700013832	web-1	INFO	248	18152	accepted connection
1065	1700013845	web-2	WARN	255	18169	query ok
1066	1700013858	api-1	DEBUG	262	18186	cache miss
1067	1700013871	api-2	ERROR	269	18203	retry scheduled
1068	1700013884	worker-a	INFO	276	18220	timeout waiting on upstream
1069	1700013897	worker-b	INFO	283	18237	wrote batch
1070	1700013910	cache-1	INFO	290	18254	auth ok
1071	1700013923	web-1	WARN	297	18271	rate limited
1072	1700013936	web-2	DEBUG	304	18288	accepted connection
1073	1700013949	api-1	ERROR	311	18305	query ok
1074	1700013962	api-2	INFO	318	18322	cache miss
1075	1700013975	worker-a	INFO	325	18339	retry scheduled
1076	1700013988	worker-b	INFO	332	18356	timeout waiting on upstream
1077	1700014001	cache-1	WARN	339	18373	wrote batch
1078	1700014014	web-1	DEBUG	346	18390	auth ok
1079	1700014027	web-2	ERROR	353	18407	rate limited
1080	1700014040	api-1	INFO	360	18424	accepted connection
1081	1700014053	api-2	INFO	367	18441	query ok
1082	1700014066	worker-a	INFO	374	18458	cache miss
1083	1700014079	worker-b	WARN	381	18475	retry scheduled
1084	1700014092	cache-1	DEBUG	388	18492	timeout waiting on upstream
1085	1700014105	web-1	ERROR	395	18509	wrote batch
1086	1700014118	web-2	INFO	402	18526	auth ok
1087	1700014131	api-1	INFO	409	18543	rate limited
1088	1700014144	api-2	INFO	416	18560	accepted connection
1089	1700014157	worker-a	WARN	423	18577	query ok
1090	1700014170	worker-b	DEBUG	430	18594	cache miss
1091	1700014183	cache-1	ERROR	437	18611	retry scheduled
1092	1700014196	web-1	INFO	444	18628	timeout waiting on upstream
1093	1700014209	web-2	INFO	451	18645	wrote batch
1094	1700014222	api-1	INFO	458	18662	auth ok
1095	1700014235	api-2	WARN	465	18679	rate limited
1096	1700014248	worker-a	DEBUG	472	18696	accepted connection
1097	1700014261	worker-b	ERROR	479	18713	query ok
1098	1700014274	cache-1	INFO	486	18730	cache miss
1099	1700014287	web-1	INFO	493	18747	retry scheduled
1100	1700014300	web-2	INFO	500	18764	timeout waiting on upstream
1101	1700014313	api-1	WARN	507	18781	wrote batch
1102	1700014326	api-2	DEBUG	514	18798	auth ok
1103	1700014339	worker-a	ERROR	521	18815	rate limited
1104	1700014352	worker-b	INFO	528	18832	accepted connection
1105	1700014365	cache-1	INFO	535	18849	query ok
1106	1700014378	web-1	INFO	542	18866	cache miss
1107	1700014391	web-2	WARN	549	18883	retry scheduled
1108	1700014404	api-1	DEBUG	556	18900	timeout waiting on upstream
1109	1700014417	api-2	ERROR	563	18917	wrote batch
1110	1700014430	worker-a	INFO	570	18934	auth ok
1111	1700014443	worker-b	INFO	577	18951	rate limited
1112	1700014456	cache-1	INFO	584	18968	accepted connection
1113	1700014469	web-1	WARN	591	18985	query ok
1114	1700014482	web-2	DEBUG	598	19002	cache miss
1115	1700014495	api-1	ERROR	605	19019	retry scheduled
1116	1700014508	api-2	INFO	612	19036	timeout waiting on upstream
1117	1700014521	worker-a	INFO	619	19053	wrote batch
1118	1700014534	worker-b	INFO	626	19070	auth ok
1119	1700014547	cache-1	WARN	633	19087	rate limited
1120	1700014560	web-1	DEBUG	640	19104	accepted connection
1121	1700014573	web-2	ERROR	647	19121	query ok
1122	1700014586	api-1	INFO	654	19138	cache miss
1123	1700014599	api-2	INFO	661	19155	retry scheduled
1124	1700014612	worker-a	INFO	668	19172	timeout waiting on upstream
1125	1700014625	worker-b	WARN	675	19189	wrote batch
1126	1700014638	cache-1	DEBUG	682	19206	auth ok
1127	1700014651	web-1	ERROR	689	19223	rate limited
1128	1700014664	web-2	INFO	696	19240	accepted connection
1129	1700014677	api-1	INFO	703	19257	query ok
1130	1700014690	api-2	INFO	710	19274	cache miss
1131	1700014703	worker-a	WARN	717	19291	retry scheduled
1132	1700014716	worker-b	DEBUG	724	19308	timeout waiting on upstream
1133	1700014729	cache-1	ERROR	731	19325	wrote batch
1134	1700014742	web-1	INFO	738	19342	auth ok
1135	1700014755	web-2	INFO	745	19359	rate limited
1136	1700014768	api-1	INFO	752	19376	accepted connection
1137	1700014781	api-2	WARN	759	19393	query ok
1138	1700014794	worker-a	DEBUG	766	19410	cache miss
1139	1700014807	worker-b	ERROR	773	19427	retry scheduled
1140	1700014820	cache-1	INFO	780	19444	timeout waiting on upstream
1141	1700014833	web-1	INFO	787	19461	wrote batch
1142	1700014846	web-2	INFO	794	19478	auth ok
1143	1700014859	api-1	WARN	801	19495	rate limited
1144	1700014872	api-2	DEBUG	808	19512	accepted connection
1145	1700014885	worker-a	ERROR	815	19529	query ok
1146	1700014898	worker-b	INFO	822	19546	cache miss
1147	1700014911	cache-1	INFO	829	19563	retry scheduled
1148	1700014924	web-1	INFO	836	19580	timeout waiting on upstream
1149	1700014937	web-2	WARN	843	19597	wrote batch
1150	1700014950	api-1	DEBUG	850	19614	auth ok
1151	1700014963	api-2	ERROR	857	19631	rate limited
1152	1700014976	worker-a	INFO	864	19648	accepted connection
1153	1700014989	worker-b	INFO	871	19665	query ok
1154	1700015002	cache-1	INFO	878	19682	cache miss
1155	1700015015	web-1	WARN	885	19699	retry scheduled
1156	1700015028	web-2	DEBUG	892	19716	timeout waiting on upstream
1157	1700015041	api-1	ERROR	899	19733	wrote batch
1158	1700015054	api-2	INFO	6	19750	auth ok
1159	1700015067	worker-a	INFO	13	19767	rate limited
1160	1700015080	worker-b	INFO	20	19784	accepted connection
1161	1700015093	cache-1	WARN	27	19801	query ok
1162	1700015106	web-1	DEBUG	34	19818	cache miss
1163	1700015119	web-2	ERROR	41	19835	retry scheduled
1164	1700015132	api-1	INFO	48	19852	timeout waiting on upstream
1165	1700015145	api-2	INFO	55	19869	wrote batch
1166	1700015158	worker-a	INFO	62	19886	auth ok
1167	1700015171	worker-b	WARN	69	19903	rate limited
1168	1700015184	cache-1	DEBUG	76	19920	accepted connection
1169	1700015197	web-1	ERROR	83	19937	query ok
1170	1700015210	web-2	INFO	90	19954	cache miss
1171	1700015223	api-1	INFO	97	19971	retry scheduled
1172	1700015236	api-2	INFO	104	19988	timeout waiting on upstream
1173	1700015249	worker-a	WARN	111	20005	wrote batch
1174	1700015262	worker-b	DEBUG	118	20022	auth ok
1175	1700015275	cache-1	ERROR	125	20039	rate limited
1176	1700015288	web-1	INFO	132	20056	accepted connection
1177	1700015301	web-2	INFO	139	20073	query ok
1178	1700015314	api-1	INFO	146	20090	cache miss
1179	1700015327	api-2	WARN	153	20107	retry scheduled
1180	1700015340	worker-a	DEBUG	160	20124	timeout waiting on upstream
1181	1700015353	worker-b	ERROR	167	20141	wrote batch
1182	1700015366	cache-1	INFO	174	20158	auth ok
1183	1700015379	web-1	INFO	181	20175	rate limited
1184	1700015392	web-2	INFO	188	20192	accepted connection
1185	1700015405	api-1	WARN	195	20209	query ok
1186	1700015418	api-2	DEBUG	202	20226	cache miss
1187	1700015431	worker-a	ERROR	209	20243	retry scheduled
1188	1700015444	worker-b	INFO	216	20260	timeout waiting on upstream
1189	1700015457	cache-1	INFO	223	20277	wrote batch
1190	1700015470	web-1	INFO	230	20294	auth ok
1191	1700015483	web-2	WARN	237	20311	rate limited
1192	1700015496	api-1	DEBUG	244	20328	accepted connection
1193	1700015509	api-2	ERROR	251	20345	query ok
1194	1700015522	worker-a	INFO	258	20362	cache miss
1195	1700015535	worker-b	INFO	265	20379	retry scheduled
1196	1700015548	cache-1	INFO	272	20396	timeout waiting on upstream
1197	1700015561	web-1	WARN	279	20413	wrote batch
1198	1700015574	web-2	DEBUG	286	20430	auth ok
1199	1700015587	api-1	ERROR	293	20447	rate limited
1200	1700015600	api-2	INFO	300	20464	accepted connection
1201	1700015613	worker-a	INFO	307	20481	query ok
1202	1700015626	worker-b	INFO	314	20498	cache miss
1203	1700015639	cache-1	WARN	321	20515	retry scheduled
1204	1700015652	web-1	DEBUG	328	20532	timeout waiting on upstream
1205	1700015665	web-2	ERROR	335	20549	wrote batch
1206	1700015678	api-1	INFO	342	20566	auth ok
1207	1700015691	api-2	INFO	349	20583	rate limited
1208	1700015704	worker-a	INFO	356	20600	accepted connection
1209	1700015717	worker-b	WARN	363	20617	query ok
1210	1700015730	cache-1	DEBUG	370	20634	cache miss
1211	1700015743	web-1	ERROR	377	20651	retry scheduled
1212	1700015756	web-2	INFO	384	20668	timeout waiting on upstream
1213	1700015769	api-1	INFO	391	20685	wrote batch
1214	1700015782	api-2	INFO	398	20702	auth ok
1215	1700015795	worker-a	WARN	405	20719	rate limited
1216	1700015808	worker-b	DEBUG	412	20736	accepted connection
1217	1700015821	cache-1	ERROR	419	20753	query ok
1218	1700015834	web-1	INFO	426	20770	cache miss
1219	1700015847	web-2	INFO	433	20787	retry scheduled
1220	1700015860	api-1	INFO	440	20804	timeout waiting on upstream
1221	1700015873	api-2	WARN	447	20821	wrote batch
1222	1700015886	worker-a	DEBUG	454	20838	auth ok
1223	1700015899	worker-b	ERROR	461	20855	rate limited
1224	1700015912	cache-1	INFO	468	20872	accepted connection
1225	1700015925	web-1	INFO	475	20889	query ok
1226	1700015938	web-2	INFO	482	20906	cache miss
1227	1700015951	api-1	WARN	489	20923	retry scheduled
1228	1700015964	api-2	DEBUG	496	20940	timeout waiting on upstream
1229	1700015977	worker-a	ERROR	503	20957	wrote batch
1230	1700015990	worker-b	INFO	510	20974	auth ok
1231	1700016003	cache-1	INFO	517	20991	rate limited
1232	1700016016	web-1	INFO	524	21008	accepted connection
1233	1700016029	web-2	WARN	531	21025	query ok
1234	1700016042	api-1	DEBUG	538	21042	cache miss
1235	1700016055	api-2	ERROR	545	21059	retry scheduled
1236	1700016068	worker-a	INFO	552	21076	timeout waiting on upstream
1237	1700016081	worker-b	INFO	559	21093	wrote batch
1238	1700016094	cache-1	INFO	566	21110	auth ok
1239	1700016107	web-1	WARN	573	21127	rate limited
1240	1700016120	web-2	DEBUG	580	21144	accepted connection
1241	1700016133	api-1	ERROR	587	21161	query ok
1242	1700016146	api-2	INFO	594	21178	cache miss
1243	1700016159	worker-a	INFO	601	21195	retry scheduled
1244	1700016172	worker-b	INFO	608	21212	timeout waiting on upstream
1245	1700016185	cache-1	WARN	615	21229	wrote batch
1246	1700016198	web-1	DEBUG	622	21246	auth ok
1247	1700016211	web-2	ERROR	629	21263	rate limited
1248	1700016224	api-1	INFO	636	21280	accepted connection
1249	1700016237	api-2	INFO	643	21297	query ok
1250	1700016250	worker-a	INFO	650	21314	cache miss
1251	1700016263	worker-b	WARN	657	21331	retry scheduled
1252	1700016276	cache-1	DEBUG	664	21348	timeout waiting on upstream
1253	1700016289	web-1	ERROR	671	21365	wrote batch
1254	1700016302	web-2	INFO	678	21382	auth ok
1255	1700016315	api-1	INFO	685	21399	rate limited
1256	1700016328	api-2	INFO	692	21416	accepted connection
1257	1700016341	worker-a	WARN	699	21433	query ok
1258	1700016354	worker-b	DEBUG	706	21450	cache miss
1259	1700016367	cache-1	ERROR	713	21467	retry scheduled
1260	1700016380	web-1	INFO	720	21484	timeout waiting on upstream
1261	1700016393	web-2	INFO	727	21501	wrote batch
1262	1700016406	api-1	INFO	734	21518	auth ok
1263	1700016419	api-2	WARN	741	21535	rate limited
1264	1700016432	worker-a	DEBUG	748	21552	accepted connection
1265	1700016445	worker-b	ERROR	755	21569	query ok
1266	1700016458	cache-1	INFO	762	21586	cache miss
1267	1700016471	web-1	INFO	769	21603	retry scheduled
1268	1700016484	web-2	INFO	776	21620	timeout waiting on upstream
1269	1700016497	api-1	WARN	783	21637	wrote batch
1270	1700016510	api-2	DEBUG	790	21654	auth ok
1271	1700016523	worker-a	ERROR	797	21671	rate limited
1272	1700016536	worker-b	INFO	804	21688	accepted connection
1273	1700016549	cache-1	INFO	811	21705	query ok
1274	1700016562	web-1	INFO	818	21722	cache miss
1275	1700016575	web-2	WARN	825	21739	retry scheduled
1276	1700016588	api-1	DEBUG	832	21756	timeout waiting on upstream
1277	1700016601	api-2	ERROR	839	21773	wrote batch
1278	1700016614	worker-a	INFO	846	21790	auth ok
1279	1700016627	worker-b	INFO	853	21807	rate limited
1280	1700016640	cache-1	INFO	860	21824	accepted connection
1281	1700016653	web-1	WARN	867	21841	query ok
1282	1700016666	web-2	DEBUG	874	21858	cache miss
1283	1700016679	api-1	ERROR	881	21875	retry scheduled
1284	1700016692	api-2	INFO	888	21892	timeout waiting on upstream
1285	1700016705	worker-a	INFO	895	21909	wrote batch
1286	1700016718	worker-b	INFO	2	21926	auth ok
1287	1700016731	cache-1	WARN	9	21943	rate limited
1288	1700016744	web-1	DEBUG	16	21960	accepted connection
1289	1700016757	web-2	ERROR	23	21977	query ok
1290	1700016770	api-1	INFO	30	21994	cache miss
1291	1700016783	api-2	INFO	37	22011	retry scheduled
1292	1700016796	worker-a	INFO	44	22028	timeout waiting on upstream
1293	1700016809	worker-b	WARN	51	22045	wrote batch
1294	1700016822	cache-1	DEBUG	58	22062	auth ok
1295	1700016835	web-1	ERROR	65	22079	rate limited
1296	1700016848	web-2	INFO	72	22096	accepted connection
1297	1700016861	api-1	INFO	79	22113	query ok
1298	1700016874	api-2	INFO	86	22130	cache miss
1299	1700016887	worker-a	WARN	93	22147	retry scheduled
1300	1700016900	worker-b	DEBUG	100	22164	timeout waiting on upstream
1301	1700016913	cache-1	ERROR	107	22181	wrote batch
1302	1700016926	web-1	INFO	114	22198	auth ok
1303	1700016939	web-2	INFO	121	22215	rate limited
1304	1700016952	api-1	INFO	128	22232	accepted connection
1305	1700016965	api-2	WARN	135	22249	query ok
1306	1700016978	worker-a	DEBUG	142	22266	cache miss
1307	1700016991	worker-b	ERROR	149	22283	retry scheduled
1308	1700017004	cache-1	INFO	156	22300	timeout waiting on upstream
1309	1700017017	web-1	INFO	163	22317	wrote batch
1310	1700017030	web-2	INFO	170	22334	auth ok
1311	1700017043	api-1	WARN	177	22351	rate limited
1312	1700017056	api-2	DEBUG	184	22368	accepted connection
1313	1700017069	worker-a	ERROR	191	22385	query ok
1314	1700017082	worker-b	INFO	198	22402	cache miss
1315	1700017095	cache-1	INFO	205	22419	retry scheduled
1316	1700017108	web-1	INFO	212	22436	timeout waiting on upstream
1317	1700017121	web-2	WARN	219	22453	wrote batch
1318	1700017134	api-1	DEBUG	226	22470	auth ok
1319	1700017147	api-2	ERROR	233	22487	rate limited
1320	1700017160	worker-a	INFO	240	22504	accepted connection
1321	1700017173	worker-b	INFO	247	22521	query ok
1322	1700017186	cache-1	INFO	254	22538	cache miss
1323	1700017199	web-1	WARN	261	22555	retry scheduled
1324	1700017212	web-2	DEBUG	268	22572	timeout waiting on upstream
1325	1700017225	api-1	ERROR	275	22589	wrote batch
1326	1700017238	api-2	INFO	282	22606	auth ok
1327	1700017251	worker-a	INFO	289	22623	rate limited
1328	1700017264	worker-b	INFO	296	22640	accepted connection
1329	1700017277	cache-1	WARN	303	22657	query ok
1330	1700017290	web-1	DEBUG	310	22674	cache miss
1331	1700017303	web-2	ERROR	317	22691	retry scheduled
1332	1700017316	api-1	INFO	324	22708	timeout waiting on upstream
1333	1700017329	api-2	INFO	331	22725	wrote batch
1334	1700017342	worker-a	INFO	338	22742	auth ok
1335	1700017355	worker-b	WARN	345	22759	rate limited
1336	1700017368	cache-1	DEBUG	352	22776	accepted connection
1337	1700017381	web-1	ERROR	359	22793	query ok
1338	1700017394	web-2	INFO	366	22810	cache miss
1339	1700017407	api-1	INFO	373	22827	retry scheduled
1340	1700017420	api-2	INFO	380	22844	timeout waiting on upstream
1341	1700017433	worker-a	WARN	387	22861	wrote batch
1342	1700017446	worker-b	DEBUG	394	22878	auth ok
1343	1700017459	cache-1	ERROR	401	22895	rate limited
1344	1700017472	web-1	INFO	408	22912	accepted connection
1345	1700017485	web-2	INFO	415	22929	query ok
1346	1700017498	api-1	INFO	422	22946	cache miss
1347	1700017511	api-2	WARN	429	22963	retry scheduled
1348	1700017524	worker-a	DEBUG	436	22980	timeout waiting on upstream
1349	1700017537	worker-b	ERROR	443	22997	wrote batch
1350	1700017550	cache-1	INFO	450	23014	auth ok
1351	1700017563	web-1	INFO	457	23031	rate limited
1352	1700017576	web-2	INFO	464	23048	accepted connection
1353	1700017589	api-1	WARN	471	23065	query ok
1354	1700017602	api-2	DEBUG	478	23082	cache miss
1355	1700017615	worker-a	ERROR	485	23099	retry scheduled
1356	1700017628	worker-b	INFO	492	23116	timeout waiting on upstream
1357	1700017641	cache-1	INFO	499	23133	wrote batch
1358	1700017654	web-1	INFO	506	23150	auth ok
1359	1700017667	web-2	WARN	513	23167	rate limited
1360	1700017680	api-1	DEBUG	520	23184	accepted connection
1361	1700017693	api-2	ERROR	527	23201	query ok
1362	1700017706	worker-a	INFO	534	23218	cache miss
1363	1700017719	worker-b	INFO	541	23235	retry scheduled
1364	1700017732	cache-1	INFO	548	23252	timeout waiting on upstream
1365	1700017745	web-1	WARN	555	23269	wrote batch
1366	1700017758	web-2	DEBUG	562	23286	auth ok
1367	1700017771	api-1	ERROR	569	23303	rate limited
1368	1700017784	api-2	INFO	576	23320	accepted connection
1369	1700017797	worker-a	INFO	583	23337	query ok
1370	1700017810	worker-b	INFO	590	23354	cache miss
1371	1700017823	cache-1	WARN	597	23371	retry scheduled
1372	1700017836	web-1	DEBUG	604	23388	timeout waiting on upstream
1373	1700017849	web-2	ERROR	611	23405	wrote batch
1374	1700017862	api-1	INFO	618	23422	auth ok
1375	1700017875	api-2	INFO	625	23439	rate limited
1376	1700017888	worker-a	INFO	632	23456	accepted connection
1377	1700017901	worker-b	WARN	639	23473	query ok
1378	1700017914	cache-1	DEBUG	646	23490	cache miss
1379	1700017927	web-1	ERROR	653	23507	retry scheduled
1380	1700017940	web-2	INFO	660	23524	timeout waiting on upstream
1381	1700017953	api-1	INFO	667	23541	wrote batch
1382	1700017966	api-2	INFO	674	23558	auth ok
1383	1700017979	worker-a	WARN	681	23575	rate limited
1384	1700017992	worker-b	DEBUG	688	23592	accepted connection
1385	1700018005	cache-1	ERROR	695	23609	query ok
1386	1700018018	web-1	INFO	702	23626	cache miss
1387	1700018031	web-2	INFO	709	23643	retry scheduled
1388	1700018044	api-1	INFO	716	23660	timeout waiting on upstream
1389	1700018057	api-2	WARN	723	23677	wrote batch
1390	1700018070	worker-a	DEBUG	730	23694	auth ok
1391	1700018083	worker-b	ERROR	737	23711	rate limited
1392	1700018096	cache-1	INFO	744	23728	accepted connection
1393	1700018109	web-1	INFO	751	23745	query ok
1394	1700018122	web-2	INFO	758	23762	cache miss
1395	1700018135	api-1	WARN	765	23779	retry scheduled
1396	1700018148	api-2	DEBUG	772	23796	timeout waiting on upstream
1397	1700018161	worker-a	ERROR	779	23813	wrote batch
1398	1700018174	worker-b	INFO	786	23830	auth ok
1399	1700018187	cache-1	INFO	793	23847	rate limited
1400	1700018200	web-1	INFO	800	23864	accepted connection
1401	1700018213	web-2	WARN	807	23881	query ok
1402	1700018226	api-1	DEBUG	814	23898	cache miss
1403	1700018239	api-2	ERROR	821	23915	retry scheduled
1404	1700018252	worker-a	INFO	828	23932	timeout waiting on upstream
1405	1700018265	worker-b	INFO	835	23949	wrote batch
1406	1700018278	cache-1	INFO	842	23966	auth ok
1407	1700018291	web-1	WARN	849	23983	rate limited
1408	1700018304	web-2	DEBUG	856	24000	accepted connection
1409	1700018317	api-1	ERROR	863	24017	query ok
1410	1700018330	api-2	INFO	870	24034	cache miss
1411	1700018343	worker-a	INFO	877	24051	retry scheduled
1412	1700018356	worker-b	INFO	884	24068	timeout waiting on upstream
1413	1700018369	cache-1	WARN	891	24085	wrote batch
1414	1700018382	web-1	DEBUG	898	24102	auth ok
1415	1700018395	web-2	ERROR	5	24119	rate limited
1416	1700018408	api-1	INFO	12	24136	accepted connection
1417	1700018421	api-2	INFO	19	24153	query ok
1418	1700018434	worker-a	INFO	26	24170	cache miss
1419	1700018447	worker-b	WARN	33	24187	retry scheduled
1420	1700018460	cache-1	DEBUG	40	24204	timeout waiting on upstream
1421	1700018473	web-1	ERROR	47	24221	wrote batch
1422	1700018486	web-2	INFO	54	24238	auth ok
1423	1700018499	api-1	INFO	61	24255	rate limited
1424	1700018512	api-2	INFO	68	24272	accepted connection
1425	1700018525	worker-a	WARN	75	24289	query ok
1426	1700018538	worker-b	DEBUG	82	24306	cache miss
1427	1700018551	cache-1	ERROR	89	24323	retry scheduled
1428	1700018564	web-1	INFO	96	24340	timeout waiting on upstream
1429	1700018577	web-2	INFO	103	24357	wrote batch
1430	1700018590	api-1	INFO	110	24374	auth ok
1431	1700018603	api-2	WARN	117	24391	rate limited
1432	1700018616	worker-a	DEBUG	124	24408	accepted connection
1433	1700018629	worker-b	ERROR	131	24425	query ok
1434	1700018642	cache-1	INFO	138	24442	cache miss
1435	1700018655	web-1	INFO	145	24459	retry scheduled
1436	1700018668	web-2	INFO	152	24476	timeout waiting on upstream
1437	1700018681	api-1	WARN	159	24493	wrote batch
1438	1700018694	api-2	DEBUG	166	24510	auth ok
1439	1700018707	worker-a	ERROR	173	24527	rate limited
1440	1700018720	worker-b	INFO	180	24544	accepted connection
1441	1700018733	cache-1	INFO	187	24561	query ok
1442	1700018746	web-1	INFO	194	24578	cache miss
1443	1700018759	web-2	WARN	201	24595	retry scheduled
1444	1700018772	api-1	DEBUG	208	24612	timeout waiting on upstream
1445	1700018785	api-2	ERROR	215	24629	wrote batch
1446	1700018798	worker-a	INFO	222	24646	auth ok
1447	1700018811	worker-b	INFO	229	24663	rate limited
1448	1700018824	cache-1	INFO	236	24680	accepted connection
1449	1700018837	web-1	WARN	243	24697	query ok
1450	1700018850	web-2	DEBUG	250	24714	cache miss
1451	1700018863	api-1	ERROR	257	24731	retry scheduled
1452	1700018876	api-2	INFO	264	24748	timeout waiting on upstream
1453	1700018889	worker-a	INFO	271	24765	wrote batch
1454	1700018902	worker-b	INFO	278	24782	auth ok
1455	1700018915	cache-1	WARN	285	24799	rate limited
1456	1700018928	web-1	DEBUG	292	24816	accepted connection
1457	1700018941	web-2	ERROR	299	24833	query ok
1458	1700018954	api-1	INFO	306	24850	cache miss
1459	1700018967	api-2	INFO	313	24867	retry scheduled
1460	1700018980	worker-a	INFO	320	24884	timeout waiting on upstream
1461	1700018993	worker-b	WARN	327	24901	wrote batch
1462	1700019006	cache-1	DEBUG	334	24918	auth ok
1463	1700019019	web-1	ERROR	341	24935	rate limited
1464	1700019032	web-2	INFO	348	24952	accepted connection
1465	1700019045	api-1	INFO	355	24969	query ok
1466	1700019058	api-2	INFO	362	24986	cache miss
1467	1700019071	worker-a	WARN	369	25003	retry scheduled
1468	1700019084	worker-b	DEBUG	376	25020	timeout waiting on upstream
1469	1700019097	cache-1	ERROR	383	25037	wrote batch
1470	1700019110	web-1	INFO	390	25054	auth ok
1471	1700019123	web-2	INFO	397	25071	rate limited
1472	1700019136	api-1	INFO	404	25088	accepted connection
1473	1700019149	api-2	WARN	411	25105	query ok
1474	1700019162	worker-a	DEBUG	418	25122	cache miss
1475	1700019175	worker-b	ERROR	425	25139	retry scheduled
1476	1700019188	cache-1	INFO	432	25156	timeout waiting on upstream
1477	1700019201	web-1	INFO	439	25173	wrote batch
1478	1700019214	web-2	INFO	446	25190	auth ok
1479	1700019227	api-1	WARN	453	25207	rate limited
1480	1700019240	api-2	DEBUG	460	25224	accepted connection
1481	1700019253	worker-a	ERROR	467	25241	query ok
1482	1700019266	worker-b	INFO	474	25258	cache miss
1483	1700019279	cache-1	INFO	481	25275	retry scheduled
1484	1700019292	web-1	INFO	488	25292	timeout waiting on upstream
1485	1700019305	web-2	WARN	495	25309	wrote batch
1486	1700019318	api-1	DEBUG	502	25326	auth ok
1487	1700019331	api-2	ERROR	509	25343	rate limited
1488	1700019344	worker-a	INFO	516	25360	accepted connection
1489	1700019357	worker-b	INFO	523	25377	query ok
1490	1700019370	cache-1	INFO	530	25394	cache miss
1491	1700019383	web-1	WARN	537	25411	retry scheduled
1492	1700019396	web-2	DEBUG	544	25428	timeout waiting on upstream
1493	1700019409	api-1	ERROR	551	25445	wrote batch
1494	1700019422	api-2	INFO	558	25462	auth ok
1495	1700019435	worker-a	INFO	565	25479	rate limited
1496	1700019448	worker-b	INFO	572	25496	accepted connection
1497	1700019461	cache-1	WARN	579	25513	query ok
1498	1700019474	web-1	DEBUG	586	25530	cache miss
1499	1700019487	web-2	ERROR	593	25547	retry scheduled
1500	1700019500	api-1	INFO	600	25564	timeout waiting on upstream
1501	1700019513	api-2	INFO	607	25581	wrote batch
1502	1700019526	worker-a	INFO	614	25598	auth ok
1503	1700019539	worker-b	WARN	621	25615	rate limited
1504	1700019552	cache-1	DEBUG	628	25632	accepted connection
1505	1700019565	web-1	ERROR	635	25649	query ok
1506	1700019578	web-2	INFO	642	25666	cache miss
1507	1700019591	api-1	INFO	649	25683	retry scheduled
1508	1700019604	api-2	INFO	656	25700	timeout waiting on upstream
1509	1700019617	worker-a	WARN	663	25717	wrote batch
1510	1700019630	worker-b	DEBUG	670	25734	auth ok
1511	1700019643	cache-1	ERROR	677	25751	rate limited
1512	1700019656	web-1	INFO	684	25768	accepted connection
1513	1700019669	web-2	INFO	691	25785	query ok
1514	1700019682	api-1	INFO	698	25802	cache miss
1515	1700019695	api-2	WARN	705	25819	retry scheduled
1516	1700019708	worker-a	DEBUG	712	25836	timeout waiting on upstream
1517	1700019721	worker-b	ERROR	719	25853	wrote batch
1518	1700019734	cache-1	INFO	726	25870	auth ok
1519	1700019747	web-1	INFO	733	25887	rate limited
1520	1700019760	web-2	INFO	740	25904	accepted connection
1521	1700019773	api-1	WARN	747	25921	query ok
1522	1700019786	api-2	DEBUG	754	25938	cache miss
1523	1700019799	worker-a	ERROR	761	25955	retry scheduled
1524	1700019812	worker-b	INFO	768	25972	timeout waiting on upstream
1525	1700019825	cache-1	INFO	775	25989	wrote batch
1526	1700019838	web-1	INFO	782	26006	auth ok
1527	1700019851	web-2	WARN	789	26023	rate limited
1528	1700019864	api-1	DEBUG	796	26040	accepted connection
1529	1700019877	api-2	ERROR	803	26057	query ok
1530	1700019890	worker-a	INFO	810	26074	cache miss
